Tipo;Orgao;DataCriacao;Assunto;Subdivisao;Situacao;Logradouro;Bairro;Regional;DataResposta;Origem;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Roaldo Brun;ATUBA;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Onofre Pedro Dos Santos;SAO JOAO;Unidade Regional Santa Felicidade;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Ulisses Geraldo Moro;ALTO BOQUEIRAO;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Brasilio Cuman;BUTIATUVINHA;Unidade Regional Santa Felicidade;;Portal;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;RUA CIDADE DE VERÊ;SANTA QUITERIA;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Eduardo Carlos Pereira;NOVO MUNDO;Unidade Regional Pinheirinho;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;AVENIDA CORONEL FRANCISCO HERÁCLITO DOS SANTOS;JARDIM DAS AMERICAS;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Cidade De Figueira;ALTO BOQUEIRAO;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Rivadavia Fonseca De Macedo;CAJURU;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Desembargador Motta;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Avenida Presidente Getúlio Vargas;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Parque Tangua;TABOAO;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Avenida Presidente Getúlio Vargas;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Parque Tangua;PILARZINHO;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Rivadavia De Macedo Junior;CIDADE INDUSTRIAL;Unidade Regional CIC;;Portal;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Buenos Aires;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Buenos Aires;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Engenheiro Joao Kloss;TATUQUARA;Unidade Regional Tatuquara;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Valerio Haisi;SANTA FELICIDADE;Unidade Regional Santa Felicidade;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Desembargador Motta;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Avenida Presidente Getulio Vargas;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Pernambuco;GUAIRA;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Avenida Sete De Setembro;SEMINARIO;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Avenida Juscelino Kubitschek De Oliveira Le;CIDADE INDUSTRIAL;Unidade Regional CIC;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Avenida Prefeito Erasto Gaertner;BACACHERI;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Angela Bonato Nichele;PILARZINHO;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública em logradouros públicos;Manutenção de iluminação em logradouros públicos;Aberto;RUA OSWALDO MACIEL;TABOAO;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Limpeza de tubulação;Aberto;Rua Professor Ary Nogueira Dos Santos;BOQUEIRAO;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Revitalização;Aberto;Rua Padre Dehon;BOQUEIRAO;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Revitalização;Aberto;Rua Pedro Siemens;XAXIM;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Rua Isaías Régis de Miranda;HAUER;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Nossa Senhora Aparecida;SEMINARIO;Unidade Regional Portao;;Portal;
Reclamação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Fiscalização;Aberto;Rua Petit Carneiro;AGUA VERDE;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Limpeza e desobstrução de caixa de captação;Aberto;Professor Assis Gonçalves;AGUA VERDE;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Limpeza e desobstrução de caixa de captação;Aberto;Palmeiras;AGUA VERDE;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Limpeza e desobstrução de caixa de captação;Aberto;Professor Luiz César;AGUA VERDE;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Reposição de tampa/ralo/grelha de caixa de captação;Aberto;RUA SEBASTIÃO MARCOS LUIZ;CAJURU;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Marginal Avenida Linha Verde;TARUMA;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Bacupari;UBERABA;Unidade Regional Cajuru;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Revitalização;Aberto;RUA ALÍPIO SCHAMNE;UBERABA;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Revitalização;Aberto;Alberto Heyn;UBERABA;Unidade Regional Cajuru;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Limpeza e desobstrução de caixa de captação;Aberto;Rua Sérgio Mercer;SITIO CERCADO;Unidade Regional Bairro Novo;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Limpeza e desobstrução de caixa de captação;Aberto;Paulo Gorski;MOSSUNGUE;Unidade Regional Santa Felicidade;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Paulo Gorski;MOSSUNGUE;Unidade Regional Santa Felicidade;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Paulo Gorski;MOSSUNGUE;Unidade Regional Santa Felicidade;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Paulo Gorski;MOSSUNGUE;Unidade Regional Santa Felicidade;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Limpeza e desobstrução de caixa de captação;Aberto;Rodovia Régis Bittencourt;FANNY;Unidade Regional Pinheirinho;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Limpeza;Roçada em equipamento público;Aberto;Rua Izaac Ferreira da Cruz;PINHEIRINHO;Unidade Regional Pinheirinho;;Telefone;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Erosão em galeria de águas pluviais;Aberto;Rua Ernesto Biscardi;CAPAO RASO;Unidade Regional Pinheirinho;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Limpeza de tubulação;Aberto;Rua Bronislau Lupinski;SANTA CANDIDA;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Rua Jurandir Antônio Loro;BACACHERI;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Passeio;Recuperação de calçada;Aberto;RUA CORONEL ARY PINHO;BOA VISTA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Revitalização;Aberto;Rua Manoel de Souza Dias Negrão;BOA VISTA;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Revitalização;Aberto;Rua Doutor Satilas do Amaral Camargo;TINGUI;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Revitalização;Aberto;Rua Clara Nunes;SANTA CANDIDA;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Rua Coronel Dulcídio;BATEL;Unidade Regional Matriz;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Praca Nossa Senhora Das Gracas;MERCES;Unidade Regional Matriz;;Mobile;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Coronel Joaquim Ignácio Taborda Ribas;BIGORRILHO;Unidade Regional Matriz;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Limpeza e desobstrução de caixa de captação;Aberto;Rua Desembargador Luiz Antônio Pires de Carvalho e Albuquerque;TATUQUARA;Unidade Regional Tatuquara;;Telefone;
Reclamação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Pavimentação;Manutenção;Aberto;Delegado Bruno de Almeida;TATUQUARA;Unidade Regional Tatuquara;;Portal;
Solicitação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Drenagem;Reposição de tampa/ralo/grelha de caixa de captação;Aberto;RUA POETA BERNARDO GUIMARÃES;TATUQUARA;Unidade Regional Tatuquara;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Drenagem;Reposição de tampa/ralo/grelha de caixa de captação;Aberto;Rua General Mário Tourinho;BIGORRILHO;Unidade Regional Matriz;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Posto de saúde;Agendamento de Consulta Especializada / SADT;Aberto;RUA CELESTE TORTATO GABARDO;SITIO CERCADO;Unidade Regional Bairro Novo;;Chat;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Vigilância em saúde ambiental;Inspeção/Orientação - Mosquito da dengue;Aberto;Rua Nova Aurora;SITIO CERCADO;Unidade Regional Bairro Novo;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Vigilância em saúde ambiental;Inspeção/Orientação - Mosquito da dengue;Aberto;Rua Filósofo Huberto Rohden;SITIO CERCADO;Unidade Regional Bairro Novo;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Vigilância em saúde ambiental;Inspeção/Orientação - Mosquito da dengue;Aberto;Mateus Leme;SAO FRANCISCO;Unidade Regional Matriz;;Portal;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Vigilância em saúde ambiental;Inspeção/Orientação - Mosquito da dengue;Aberto;Princesa Izabel;SAO FRANCISCO;Unidade Regional Matriz;;Portal;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Vigilância em saúde ambiental;Inspeção/Orientação - Mosquito da dengue;Aberto;Rua Elías Joaquim;PILARZINHO;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Vigilância em saúde ambiental;Inspeção/Orientação - Mosquito da dengue;Aberto;Pedro Demeterco;JARDIM DAS AMERICAS;Unidade Regional Cajuru;;Portal;
Reclamação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Prefeito;Reclamações;Aberto;Avenida Jaime Reis;SAO FRANCISCO;Unidade Regional Matriz;;Telefone;
Reclamação;SECRETARIA DO GOVERNO MUNICIPAL;01/01/2025;Prefeito;Reclamações;Aberto;RUA JULIO ZANINELLI;BOM RETIRO;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Diurna;Aberto;RUA MAJOR SAUL DE CARVALHO CHAVES;SANTA CANDIDA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Diurna;Aberto;RUA DOUTOR IVO RECK;PILARZINHO;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Diurna;Aberto;RUA DOUTOR LAURO NERY CANTO;SEMINARIO;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Árvore;Corte irregular - Desmate;Aberto;Avenida Nossa Senhora da Luz;JARDIM SOCIAL;Unidade Regional Matriz;;Chat;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Outros setores SMS;Transporte Sanitário;Aberto;RUA FRANCISCO TORRES;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Cães e gatos acidentados em vias e logradouros públicos;Aberto;Rua Major Virgolino Esmanhotto;VISTA ALEGRE;Unidade Regional Santa Felicidade;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Abelhas;Aberto;Rua José Cadilhe;AGUA VERDE;Unidade Regional Portao;;Telefone;
Denúncia;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Cães bravos ou avançando em via pública - Fiscalização;Aberto;André Ferreira Barbosa;CAPAO RASO;Unidade Regional Pinheirinho;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Cães bravos ou avançando em via pública - Fiscalização;Aberto;Rua Ourizona;SITIO CERCADO;Unidade Regional Bairro Novo;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;RUA FLÁVIO RIBEIRO;PORTAO;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;Waldemar Loureiro Campos;BOQUEIRAO;Unidade Regional Boqueirao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto; NOSSA SENHORA DE NAZARÉ;BOA VISTA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;RUA PARAÍBA;GUAIRA;Unidade Regional Portao;;Telefone;
Denúncia;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;Guarapuava;ATUBA;Unidade Regional Boa Vista;;Portal;
Denúncia;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;Engenheiro Lourival Maciel;MOSSUNGUE;Unidade Regional Santa Felicidade;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;Elias Moyses Schelela;UBERABA;Unidade Regional Cajuru;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;RUA JOÃO PEREIRA DA SILVA;PILARZINHO;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;RUA OLIVEIRA VIANA;HAUER;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;RUA ISAÍAS RÉGIS DE MIRANDA;HAUER;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;RUA JOSÉ CASTORINO MACHADO;CIDADE INDUSTRIAL;Unidade Regional CIC;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;RUA ESTADOS UNIDOS;BACACHERI;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais;Maus tratos - Animais domésticos;Aberto;rubens stresser;GANCHINHO;Unidade Regional Bairro Novo;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Unidade de saúde 24h;Demora no atendimento;Aberto;AVENIDA PARANÁ;BACACHERI;Unidade Regional Boa Vista;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Unidade de saúde 24h;Fluxo de atendimento;Aberto;RUA LEON NICOLAS;CAPAO RASO;Unidade Regional Pinheirinho;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Unidade de saúde 24h;Recursos humanos - atendimento profissional;Aberto;RUA DOUTOR LEVY BUQUERA;SITIO CERCADO;Unidade Regional Bairro Novo;;Telefone;
Solicitação;URBANIZAÇÃO DE CURITIBA;01/01/2025;Ponto de táxi;Redução;Aberto;RUA DESEMBARGADOR MOTTA;AGUA VERDE;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Sinalização vertical;Placas indicativas de bairros;Aberto;RUA MARECHAL DEODORO;ALTO DA RUA XV;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Lombada física;Implantação;Aberto;Rua Tenente Francisco Ferreira de Souza;BOQUEIRAO;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Fiscalização;Cabos danificados;Aberto;Vinte e Quatro de Maio;CENTRO;Unidade Regional Matriz;;Portal;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Fiscalização;Cabos danificados;Aberto;Presidente Kennedy;PAROLIN;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Fiscalização;Cabos danificados;Aberto;Nossa Senhora Aparecida;SEMINARIO;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Fiscalização;Cabos danificados;Aberto;Nossa Senhora Aparecida;SEMINARIO;Unidade Regional Portao;;Portal;
Solicitação;URBANIZAÇÃO DE CURITIBA;01/01/2025;Internet;Bilhetagem eletrônica - Atualização de cadastro;Aberto;Rua Humberto Zanato;PINHEIRINHO;Unidade Regional Pinheirinho;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E GESTÃO DE PESSOAL;01/01/2025;e-Cidadão;Minha conta;Aberto;Rua Professor Guilherme Butler;BARREIRINHA;Unidade Regional Boa Vista;;Chat;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza – dengue;Aberto;Rua Padre Dehon;BOQUEIRAO;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza – dengue;Aberto;Rua Eugênio José de Souza;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Marumby;CAMPO COMPRIDO;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua João Alencar Guimarães;SANTA QUITERIA;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Sezinando Martinho da Cruz;FAZENDINHA;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Nossa Senhora Aparecida;SEMINARIO;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Padre Giácomo Cusmano;CAMPINA DO SIQUEIRA;Unidade Regional Santa Felicidade;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Passeio;Fiscalização de construção/reconstrução de passeio;Aberto;Paulo Gorski;MOSSUNGUE;Unidade Regional Santa Felicidade;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Passeio;Obstrução do passeio;Aberto;Vereador Toaldo Túlio;SANTA FELICIDADE;Unidade Regional Santa Felicidade;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Jornalista Emílio Zolá Florenzano;TATUQUARA;Unidade Regional Tatuquara;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Jorn Emilio Z Florenzano;TATUQUARA;Unidade Regional Tatuquara;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de obras;Alvará de construção;Aberto;Rua José Clementino Bettega;CAPAO RASO;Unidade Regional Pinheirinho;;Mobile;
Denúncia;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza – dengue;Aberto;Waldemiro Ry;NOVO MUNDO;Unidade Regional Pinheirinho;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua José Rodrigues Pinheiro;CAPAO RASO;Unidade Regional Pinheirinho;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua José Clementino Bettega;CAPAO RASO;Unidade Regional Pinheirinho;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Augusto Hauer;PILARZINHO;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;RUA JOÃO PEREIRA DA SILVA;PILARZINHO;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Mariano Alves do Nascimento;TINGUI;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Mariano Alves do Nascimento;TINGUI;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;RUA CORONEL ARY PINHO;BOA VISTA;Unidade Regional Boa Vista;;Telefone;
